full_name,rank,type,abbr
NEUROBIOLOGY OF DISEASE,2,CAS,
Neurobiology of Language,1,CAS,
NEUROBIOLOGY OF LEARNING AND MEMORY,4,CAS,
Neurobiology of Stress,2,CAS,
NEUROCASE,4,CAS,
Neurochemical Journal,4,CAS,
NEUROCHEMICAL RESEARCH,3,CAS,
NEUROCHEMISTRY INTERNATIONAL,3,CAS,
Neurochirurgie,4,CAS,
NEUROCIRUGIA,4,CAS,
NEUROCOMPUTING,2,CAS,
Neurocritical Care,2,CAS,
Neurodegenerative Disease Management,4,CAS,
Neurodegenerative Diseases,4,CAS,
NEUROENDOCRINOLOGY LETTERS,4,CAS,
NEUROENDOCRINOLOGY,3,CAS,
NEUROEPIDEMIOLOGY,3,CAS,
Neuroethics,3,CAS,
NEUROGASTROENTEROLOGY AND MOTILITY,3,CAS,
NEUROGENETICS,4,CAS,
Neurohospitalist,4,CAS,
NeuroImage-Clinical,2,CAS,
NEUROIMAGE,2,CAS,
NEUROIMAGING CLINICS OF NORTH AMERICA,4,CAS,
NEUROIMMUNOMODULATION,4,CAS,
NEUROINFORMATICS,4,CAS,
Neurointervention,4,CAS,
Neurologia i Neurochirurgia Polska,4,CAS,
NEUROLOGIA MEDICO-CHIRURGICA,4,CAS,
NEUROLOGIA,4,CAS,
NEUROLOGIC CLINICS,3,CAS,
Neurological Research and Practice,3,CAS,
NEUROLOGICAL RESEARCH,4,CAS,
Neurological Sciences and Neurophysiology,4,CAS,
NEUROLOGICAL SCIENCES,4,CAS,
NEUROLOGIST,4,CAS,
Neurology and Clinical Neuroscience,4,CAS,
Neurology and Therapy,3,CAS,
Neurology Asia,4,CAS,
NEUROLOGY INDIA,4,CAS,
Neurology International,3,CAS,
Neurology Research International,4,CAS,
Neurology-Clinical Practice,4,CAS,
Neurology-Genetics,3,CAS,
Neurology-Neuroimmunology & Neuroinflammation,1,CAS,
NEUROLOGY,1,CAS,
NEUROMODULATION,3,CAS,
NEUROMOLECULAR MEDICINE,4,CAS,
Neuromorphic Computing and Engineering,3,CAS,
NEUROMUSCULAR DISORDERS,4,CAS,
Neuron,1,CAS,
NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,2,CAS,
NEUROPATHOLOGY,4,CAS,
NEUROPEDIATRICS,4,CAS,
Neuropeptides,4,CAS,
NEUROPHARMACOLOGY,2,CAS,
Neurophotonics,2,CAS,
NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,3,CAS,
NEUROPHYSIOLOGY,4,CAS,
Neuropsychiatria i Neuropsychologia,4,CAS,
Neuropsychiatric Disease and Treatment,3,CAS,
NEUROPSYCHIATRIE,4,CAS,
NEUROPSYCHOBIOLOGY,4,CAS,
Neuropsychologia,3,CAS,
NEUROPSYCHOLOGICAL REHABILITATION,4,CAS,
Neuropsychological Trends,4,CAS,
NEUROPSYCHOLOGY REVIEW,1,CAS,
NEUROPSYCHOLOGY,3,CAS,
Neuropsychopharmacology Reports,4,CAS,
NEUROPSYCHOPHARMACOLOGY,2,CAS,
Neuroradiology Journal,4,CAS,
NEURORADIOLOGY,3,CAS,
NEUROREHABILITATION AND NEURAL REPAIR,2,CAS,
NEUROREHABILITATION,4,CAS,
NEUROREPORT,4,CAS,
NeuroSci,4,CAS,
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,1,CAS,
Neuroscience Bulletin,2,CAS,
Neuroscience Insights,4,CAS,
NEUROSCIENCE LETTERS,4,CAS,
Neuroscience of Consciousness,4,CAS,
NEUROSCIENCE RESEARCH,4,CAS,
NEUROSCIENCE,4,CAS,
Neurosciences,4,CAS,
NEUROSCIENTIST,3,CAS,
Neurosonology and Cerebral Hemodynamics,4,CAS,
Neurospine,1,CAS,
NEUROSURGERY CLINICS OF NORTH AMERICA,3,CAS,
NEUROSURGERY,2,CAS,
Neurosurgical Focus,2,CAS,
NEUROSURGICAL REVIEW,3,CAS,
Neurotherapeutics,2,CAS,
NEUROTOXICITY RESEARCH,4,CAS,
NEUROTOXICOLOGY AND TERATOLOGY,4,CAS,
NEUROTOXICOLOGY,3,CAS,
Neurotrauma Reports,4,CAS,
NEUROUROLOGY AND URODYNAMICS,3,CAS,
New Armenian Medical Journal,4,CAS,
NEW ASTRONOMY REVIEWS,2,CAS,
NEW ASTRONOMY,4,CAS,
New Bioethics-A Multidisciplinary Journal of Biotechnology and the Body,3,CAS,
New Biotechnology,2,CAS,
New Blackfriars,4,CAS,
NEW CARBON MATERIALS,3,CAS,
New Contree,4,CAS,
New Directions for Child and Adolescent Development,3,CAS,
NEW ENGLAND JOURNAL OF MEDICINE,1,CAS,
NEW ENGLAND QUARTERLY-A HISTORICAL REVIEW OF NEW ENGLAND LIFE AND LETTERS,4,CAS,
NEW ENGLAND REVIEW-MIDDLEBURY SERIES,4,CAS,
NEW FORESTS,3,CAS,
NEW GENERATION COMPUTING,4,CAS,
NEW GENETICS AND SOCIETY,4,CAS,
NEW GERMAN CRITIQUE,2,CAS,
New Global Studies,3,CAS,
New Horizons in Adult Education and Human Resource Development,4,CAS,
NEW IDEAS IN PSYCHOLOGY,3,CAS,
NEW JOURNAL OF CHEMISTRY,3,CAS,
New Journal of European Criminal Law,3,CAS,
NEW JOURNAL OF PHYSICS,3,CAS,
NEW LEFT REVIEW,2,CAS,
NEW LITERARY HISTORY,2,CAS,
New Materials Compounds and Applications,4,CAS,
New Mathematics and Natural Computation,4,CAS,
NEW MEDIA & SOCIETY,1,CAS,
New Medit,4,CAS,
NEW MEXICO HISTORICAL REVIEW,4,CAS,
New Microbes and New Infections,4,CAS,
New Microbiologica,4,CAS,
New Perspectives on Turkey,3,CAS,
New Perspectives,3,CAS,
NEW PHYTOLOGIST,1,CAS,
NEW POLITICAL ECONOMY,1,CAS,
New Political Science,4,CAS,
New Proposals-Journal of Marxism and Interdisciplinary Inquiry,4,CAS,
New Review of Academic Librarianship,4,CAS,
New Review of Film and Television Studies,2,CAS,
New Review of Hypermedia and Multimedia,3,CAS,
New Solutions-A Journal of Environmental and Occupational Health Policy,4,CAS,
New Space-The Journal of Space Entrepreneurship and Innovation,4,CAS,
NEW TECHNOLOGY WORK AND EMPLOYMENT,2,CAS,
NEW TESTAMENT STUDIES,2,CAS,
NEW THEATRE QUARTERLY,2,CAS,
New Writing-The International Journal for the Practice and Theory of Creative Writing,4,CAS,
NEW YORK HISTORY,4,CAS,
New York Journal of Mathematics,4,CAS,
NEW YORK UNIVERSITY LAW REVIEW,2,CAS,
New Zealand Economic Papers,4,CAS,
NEW ZEALAND ENTOMOLOGIST,4,CAS,
New Zealand Geographer,4,CAS,
NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH,4,CAS,
NEW ZEALAND JOURNAL OF BOTANY,4,CAS,
NEW ZEALAND JOURNAL OF CROP AND HORTICULTURAL SCIENCE,4,CAS,
NEW ZEALAND JOURNAL OF ECOLOGY,4,CAS,
NEW ZEALAND JOURNAL OF EDUCATIONAL STUDIES,4,CAS,
NEW ZEALAND JOURNAL OF FORESTRY SCIENCE,3,CAS,
NEW ZEALAND JOURNAL OF GEOLOGY AND GEOPHYSICS,4,CAS,
NEW ZEALAND JOURNAL OF HISTORY,4,CAS,
NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,4,CAS,
NEW ZEALAND JOURNAL OF PSYCHOLOGY,4,CAS,
NEW ZEALAND JOURNAL OF ZOOLOGY,4,CAS,
NEW ZEALAND MEDICAL JOURNAL,4,CAS,
NEW ZEALAND VETERINARY JOURNAL,4,CAS,
Newman Studies Journal,4,CAS,
NEWSLETTERS ON STRATIGRAPHY,3,CAS,
Nexo Revista Cientifica,4,CAS,
Nexus Network Journal,3,CAS,
NFS Journal,3,CAS,
NICOTINE & TOBACCO RESEARCH,3,CAS,
Nigerian Journal of Basic and Clinical Sciences,4,CAS,
Nigerian Journal of Clinical Practice,4,CAS,
Nigerian Postgraduate Medical Journal,4,CAS,
NIHON REOROJI GAKKAISHI,4,CAS,
NINETEENTH CENTURY MUSIC,2,CAS,
Nineteenth-Century Art Worldwide,4,CAS,
Nineteenth-Century Contexts-An Interdisciplinary Journal,3,CAS,
NINETEENTH-CENTURY FRENCH STUDIES,4,CAS,
NINETEENTH-CENTURY LITERATURE,3,CAS,
Nineteenth-Century Music Review,3,CAS,
NIPPON SUISAN GAKKAISHI,4,CAS,
NISPAcee Journal of Public Administration and Policy,4,CAS,
NITRIC OXIDE-BIOLOGY AND CHEMISTRY,3,CAS,
Nitrogen,4,CAS,
NJ-Drama Australia Journal,3,CAS,
NJAS-Impact in Agricultural and Life Sciences,3,CAS,
Nka-Journal of Contemporary African Art,4,CAS,
NMIMS Management Review,4,CAS,
NMR IN BIOMEDICINE,4,CAS,
Nobel Medicus,4,CAS,
NODEA-NONLINEAR DIFFERENTIAL EQUATIONS AND APPLICATIONS,4,CAS,
Nodo,4,CAS,
Noema-Rivista Online di Filosofia,4,CAS,
Noesis-Revista de Ciencias Sociales y Humanidades,4,CAS,
Noise & Health,4,CAS,
NOISE CONTROL ENGINEERING JOURNAL,4,CAS,
Noise Mapping,4,CAS,
NOMADIC PEOPLES,4,CAS,
Non-coding RNA Research,2,CAS,
Non-Coding RNA,3,CAS,
Nondestructive Testing and Evaluation,2,CAS,
Nonlinear Analysis-Hybrid Systems,3,CAS,
Nonlinear Analysis-Modelling and Control,3,CAS,
NONLINEAR ANALYSIS-REAL WORLD APPLICATIONS,3,CAS,
NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,3,CAS,
Nonlinear Dynamics Psychology and Life Sciences,4,CAS,
NONLINEAR DYNAMICS,2,CAS,
Nonlinear Engineering - Modeling and Application,4,CAS,
Nonlinear Optics Quantum Optics-Concepts in Modern Optics,4,CAS,
Nonlinear Phenomena in Complex Systems,4,CAS,
NONLINEAR PROCESSES IN GEOPHYSICS,4,CAS,
NONLINEARITY,2,CAS,
NONPROFIT AND VOLUNTARY SECTOR QUARTERLY,2,CAS,
Nonprofit Management & Leadership,2,CAS,
Nonprofit Policy Forum,3,CAS,
NORA-Nordic Journal of Feminist and Gender Research,4,CAS,
Nordeuropa Forum-Zeitschrift fur Kulturstudien,4,CAS,
Nordic Concrete Research,4,CAS,
NORDIC JOURNAL OF BOTANY,4,CAS,
Nordic Journal of Digital Literacy,4,CAS,
Nordic Journal of Human Rights,4,CAS,
Nordic Journal of Linguistics,4,CAS,
Nordic Journal of Migration Research,4,CAS,
Nordic Journal of Music Therapy,4,CAS,
NORDIC JOURNAL OF PSYCHIATRY,4,CAS,
Nordic Journal of Religion and Society,4,CAS,
Nordic Journal of Working Life Studies,4,CAS,
Nordic Psychology,4,CAS,
NORDIC PULP & PAPER RESEARCH JOURNAL,4,CAS,
Nordic Social Work Research,4,CAS,
Nordic Studies on Alcohol and Drugs,4,CAS,
Nordic Theatre Studies,4,CAS,
Nordicom Review,2,CAS,
Nordisk Judaistik-Scandinavian Jewish Studies,4,CAS,
Nordisk Sygeplejeforskning-Nordic Nursing Research,4,CAS,
NORMA,2,CAS,
Noropsikiyatri Arsivi-Archives of Neuropsychiatry,4,CAS,
Norsk Geografisk Tidsskrift-Norwegian Journal of Geography,4,CAS,
North American Actuarial Journal,4,CAS,
NORTH AMERICAN ARCHAEOLOGIST,4,CAS,
NORTH AMERICAN JOURNAL OF AQUACULTURE,4,CAS,
North American Journal of Economics and Finance,3,CAS,
NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT,4,CAS,
NORTH AMERICAN REVIEW,4,CAS,
North-Western Journal of Zoology,4,CAS,
NORTHEASTERN NATURALIST,4,CAS,
Northern Clinics of Istanbul,4,CAS,
NORTHERN HISTORY,3,CAS,
Northern Review,4,CAS,
Northern Scotland,4,CAS,
NORTHWEST SCIENCE,4,CAS,
Northwestern Journal of International Law & Business,4,CAS,
NORTHWESTERN UNIVERSITY LAW REVIEW,2,CAS,
Norwegian Archaeological Review,2,CAS,
NORWEGIAN JOURNAL OF GEOLOGY,4,CAS,
NOTA LEPIDOPTEROLOGICA,4,CAS,
Notarzt,4,CAS,
Note di Matematica,4,CAS,
NOTES AND QUERIES,4,CAS,
Notes and Records-The Royal Society Journal of the History of Science,3,CAS,
Notes on Number Theory and Discrete Mathematics,4,CAS,
NOTES,2,CAS,
Notfall & Rettungsmedizin,4,CAS,
NOTORNIS,4,CAS,
Notre Dame Journal of Formal Logic,3,CAS,
NOTRE DAME LAW REVIEW,3,CAS,
NOTTINGHAM FRENCH STUDIES,4,CAS,
Notulae Botanicae Horti Agrobotanici Cluj-Napoca,4,CAS,
NOUS,1,CAS,
Nouvelle Revue du Travail,4,CAS,
NOUVELLE REVUE FRANCAISE,4,CAS,
Nova et Vetera-English Edition,4,CAS,
NOVA HEDWIGIA,4,CAS,
Nova Prisutnost,4,CAS,
Nova Religio-Journal of Alternative and Emergent Religions,3,CAS,
Novedades en Poblacion,4,CAS,
Noveishaya Istoriya Rossii-Modern History of Russia,4,CAS,
NOVEL-A FORUM ON FICTION,3,CAS,
NOVITATES CARIBAEA,4,CAS,
Novoe Literaturnoe Obozrenie,4,CAS,
NOVON,4,CAS,
Novos Cadernos NAEA,4,CAS,
Novum Jus,4,CAS,
NOVUM TESTAMENTUM,2,CAS,
Novye Issledovaniya Tuvy-New Research of Tuva,2,CAS,
Novyi Filologicheskii Vestnik-New Philological Bulletin,3,CAS,
Novyi Istoricheskii Vestnik-The New Historical Bulletin,4,CAS,
NOVYI MIR,4,CAS,
NOWELE-North-Western European Language Evolution,4,CAS,
NPG Asia Materials,2,CAS,
npj 2D Materials and Applications,2,CAS,
npj Aging,2,CAS,
npj Biofilms and Microbiomes,1,CAS,
npj Breast Cancer,2,CAS,
npj Clean Water,2,CAS,
npj Climate and Atmospheric Science,1,CAS,
npj Computational Materials,1,CAS,
npj Digital Medicine,1,CAS,
npj Flexible Electronics,1,CAS,
npj Genomic Medicine,2,CAS,
npj Materials Degradation,2,CAS,
NPJ Microgravity,2,CAS,
npj Parkinsons Disease,1,CAS,
npj Precision Oncology,1,CAS,
npj Primary Care Respiratory Medicine,2,CAS,
npj Quantum Information,1,CAS,
npj Quantum Materials,1,CAS,
npj Regenerative Medicine,1,CAS,
npj Science of Food,1,CAS,
npj Science of Learning,2,CAS,
npj Systems Biology and Applications,2,CAS,
npj Urban Sustainability,1,CAS,
npj Vaccines,2,CAS,
NTM,4,CAS,
NTU Management Review,4,CAS,
NTUT Journal of Intellectual Property Law and Management,4,CAS,
Nuances-Estudos sobre Educacao,4,CAS,
NUCLEAR DATA SHEETS,2,CAS,
NUCLEAR ENGINEERING AND DESIGN,3,CAS,
Nuclear Engineering and Technology,3,CAS,
NUCLEAR FUSION,1,CAS,
NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,3,CAS,
NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS,3,CAS,
Nuclear Materials and Energy,2,CAS,
NUCLEAR MEDICINE AND BIOLOGY,4,CAS,
Nuclear Medicine and Molecular Imaging,4,CAS,
NUCLEAR MEDICINE COMMUNICATIONS,4,CAS,
NUCLEAR MEDICINE REVIEW,4,CAS,
NUCLEAR PHYSICS A,4,CAS,
Nuclear Physics and Atomic Energy,4,CAS,
NUCLEAR PHYSICS B,3,CAS,
NUCLEAR SCIENCE AND ENGINEERING,4,CAS,
Nuclear Science and Techniques,1,CAS,
Nuclear Technology & Radiation Protection,4,CAS,
NUCLEAR TECHNOLOGY,4,CAS,
Nucleic Acid Therapeutics,2,CAS,
NUCLEIC ACIDS RESEARCH,2,CAS,
NUCLEOSIDES NUCLEOTIDES & NUCLEIC ACIDS,4,CAS,
NUCLEUS-INDIA,4,CAS,
Nucleus,4,CAS,
Nueva Revista Filologia Hispanica,3,CAS,
Nuevo Pensamiento-Revista de Filosofia,4,CAS,
NUKLEARMEDIZIN-NUCLEAR MEDICINE,4,CAS,
NUKLEONIKA,4,CAS,
NUMEN-INTERNATIONAL REVIEW FOR THE HISTORY OF RELIGIONS,2,CAS,
Numen-Revista de Estudos e Pesquisa da Religiao,4,CAS,
Numerical Algebra Control and Optimization,4,CAS,
NUMERICAL ALGORITHMS,3,CAS,
Numerical Analysis and Applications,4,CAS,
NUMERICAL FUNCTIONAL ANALYSIS AND OPTIMIZATION,3,CAS,
NUMERICAL HEAT TRANSFER PART A-APPLICATIONS,3,CAS,
NUMERICAL HEAT TRANSFER PART B-FUNDAMENTALS,4,CAS,
NUMERICAL LINEAR ALGEBRA WITH APPLICATIONS,3,CAS,
Numerical Mathematics-Theory Methods and Applications,4,CAS,
NUMERICAL METHODS FOR PARTIAL DIFFERENTIAL EQUATIONS,4,CAS,
NUMERISCHE MATHEMATIK,1,CAS,
Nuncius-Journal of the History of Science,2,CAS,
NUOVA RIVISTA STORICA,4,CAS,
Nuovo Cimento C-Colloquia and Communications in Physics,4,CAS,
Nurse Education in Practice,2,CAS,
NURSE EDUCATION TODAY,2,CAS,
Nurse Educator,3,CAS,
Nurse Leader,4,CAS,
NURSE PRACTITIONER,4,CAS,
Nurse Researcher,4,CAS,
Nursing & Health Sciences,3,CAS,
Nursing and Midwifery Studies,4,CAS,
NURSING CLINICS OF NORTH AMERICA,4,CAS,
NURSING ECONOMICS,4,CAS,
Nursing Education Perspectives,4,CAS,
NURSING ETHICS,1,CAS,
NURSING FORUM,3,CAS,
NURSING HISTORY REVIEW,4,CAS,
Nursing in Critical Care,4,CAS,
Nursing Inquiry,3,CAS,
Nursing Open,4,CAS,
NURSING OUTLOOK,2,CAS,
Nursing Philosophy,3,CAS,
Nursing Practice Today,4,CAS,
Nursing Reports,3,CAS,
Nursing Research and Practice,3,CAS,
NURSING RESEARCH,3,CAS,
NURSING SCIENCE QUARTERLY,4,CAS,
Nursing-Research and Reviews,4,CAS,
Nusantara Bioscience,4,CAS,
Nutricion Clinica y Dietetica Hospitalaria,4,CAS,
Nutricion Hospitalaria,4,CAS,
NUTRIENT CYCLING IN AGROECOSYSTEMS,3,CAS,
Nutrients,2,CAS,
Nutrition & Diabetes,2,CAS,
Nutrition & Dietetics,3,CAS,
Nutrition & Food Science,4,CAS,
Nutrition & Metabolism,2,CAS,
NUTRITION AND CANCER-AN INTERNATIONAL JOURNAL,4,CAS,
Nutrition and Dietary Supplements,4,CAS,
NUTRITION AND HEALTH,4,CAS,
Nutrition and Metabolic Insights,4,CAS,
NUTRITION BULLETIN,4,CAS,
Nutrition Clinique et Metabolisme,4,CAS,
NUTRITION IN CLINICAL PRACTICE,4,CAS,
Nutrition Journal,2,CAS,
NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES,3,CAS,
Nutrition Research and Practice,4,CAS,
NUTRITION RESEARCH REVIEWS,2,CAS,
NUTRITION RESEARCH,4,CAS,
NUTRITION REVIEWS,2,CAS,
NUTRITION,3,CAS,
NUTRITIONAL NEUROSCIENCE,3,CAS,
NWIG-New West Indian Guide-Nieuwe West-Indische Gids,4,CAS,
OASIS-Observatorio de Analisis de los Sistemas Internacionales,4,CAS,
Obere Extremitaet-Schulter-Ellenbogen-Hand-Upper Extremity-Shoulder Elbow Hand,4,CAS,
Obesity Facts,3,CAS,
Obesity Research & Clinical Practice,4,CAS,
Obesity Reviews,2,CAS,
Obesity Science & Practice,4,CAS,
OBESITY SURGERY,3,CAS,
Obesity,2,CAS,
OBETS-Revista de Ciencias Sociales,4,CAS,
Obra Digital-Revista de Comunicacion,4,CAS,
Obrabotka Metallov-Metal Working and Material Science,4,CAS,
Obradoiro de Historia Moderna,4,CAS,
Obrana a Strategie-Defence & Strategy,4,CAS,
Obrazovanie i Nauka-Education and Science,4,CAS,
Observar,4,CAS,
Observatorio Medioambiental,4,CAS,
OBSERVATORY,4,CAS,
Obstetric Medicine,4,CAS,
OBSTETRICAL & GYNECOLOGICAL SURVEY,4,CAS,
Obstetrician & Gynaecologist,4,CAS,
Obstetrics & Gynecology Science,4,CAS,
OBSTETRICS AND GYNECOLOGY CLINICS OF NORTH AMERICA,3,CAS,
Obstetrics and Gynecology International,4,CAS,
OBSTETRICS AND GYNECOLOGY,2,CAS,
Occasional Papers on Religion in Eastern Europe,4,CAS,
OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,2,CAS,
Occupational Health Science,4,CAS,
OCCUPATIONAL MEDICINE-OXFORD,4,CAS,
OCCUPATIONAL THERAPY IN HEALTH CARE,4,CAS,
Occupational Therapy in Mental Health,4,CAS,
Occupational Therapy International,4,CAS,
OCEAN & COASTAL MANAGEMENT,2,CAS,
Ocean and Coastal Research,4,CAS,
OCEAN DEVELOPMENT AND INTERNATIONAL LAW,3,CAS,
OCEAN DYNAMICS,3,CAS,
Ocean Engineering,2,CAS,
OCEAN MODELLING,2,CAS,
Ocean Science Journal,4,CAS,
Ocean Science,3,CAS,
Ocean Systems Engineering-An International Journal,4,CAS,
Ocean Yearbook,4,CAS,
OCEANIA,4,CAS,
OCEANIC LINGUISTICS,3,CAS,
OCEANOGRAPHY,4,CAS,
OCEANOLOGIA,3,CAS,
OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES,4,CAS,
OCEANOLOGY,4,CAS,
Oceans-Switzerland,4,CAS,
Ochrona Przed Korozja,4,CAS,
Ochsner Journal,4,CAS,
OCL-Oilseeds and Fats Crops and Lipids,4,CAS,
Ocnos-Journal of Reading Research,4,CAS,
OCTOBER,3,CAS,
OCULAR IMMUNOLOGY AND INFLAMMATION,4,CAS,
Ocular Oncology and Pathology,4,CAS,
Ocular Surface,1,CAS,
ODONATOLOGICA,4,CAS,
Odontoestomatologia,4,CAS,
Odontology,4,CAS,
Odovtos International Journal of Dental Sciences,4,CAS,
OECOLOGIA,3,CAS,
Oeconomia Copernicana,1,CAS,
Oeconomia-History Methodology Philosophy,4,CAS,
OENO One,3,CAS,
OFIOLITI,4,CAS,
Ogigia-Revista Electronica de Estudios Hispanicos,4,CAS,
Oido Pensante,2,CAS,
OIKOS,2,CAS,
OIL SHALE,4,CAS,
OLBA,4,CAS,
Olho d Agua,4,CAS,
OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2,CAS,
OMEGA-JOURNAL OF DEATH AND DYING,4,CAS,
OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY,4,CAS,
On the Horizon,4,CAS,
On the Waterfront,4,CAS,
Onati Socio-Legal Series,4,CAS,
ONCOGENE,1,CAS,
Oncogenesis,2,CAS,
OncoImmunology,2,CAS,
Oncologie,4,CAS,
ONCOLOGIST,2,CAS,
Oncology and Therapy,4,CAS,
Oncology in Clinical Practice,4,CAS,
Oncology Letters,4,CAS,
ONCOLOGY NURSING FORUM,4,CAS,
ONCOLOGY REPORTS,3,CAS,
Oncology Research and Treatment,4,CAS,
ONCOLOGY RESEARCH,4,CAS,
Oncology Reviews,4,CAS,
ONCOLOGY-NEW YORK,4,CAS,
ONCOLOGY,4,CAS,
OncoTargets and Therapy,4,CAS,
ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH,4,CAS,
One Earth,1,CAS,
One Ecosystem,4,CAS,
One Health Outlook,3,CAS,
One Health,2,CAS,
Onkologie,4,CAS,
Onkologija,4,CAS,
Onkourologiya,4,CAS,
ONLINE INFORMATION REVIEW,3,CAS,
Online Journal of Communication and Media Technologies,4,CAS,
Online Learning,3,CAS,
Onomazein,4,CAS,
OPEC Energy Review,4,CAS,
Open Access Emergency Medicine,4,CAS,
Open Access Journal of Clinical Trials,4,CAS,
Open Access Journal of Contraception,3,CAS,
Open Access Journal of Sports Medicine,4,CAS,
Open Access Rheumatology-Research and Reviews,4,CAS,
Open Access Surgery,4,CAS,
Open Agriculture,4,CAS,
Open Archaeology,3,CAS,
Open Astronomy,4,CAS,
Open Biology,2,CAS,
Open Cardiovascular Medicine Journal,4,CAS,
Open Ceramics,4,CAS,
Open Chemistry,4,CAS,
Open Computer Science,4,CAS,
Open Cultural Studies,4,CAS,
Open Dentistry Journal,4,CAS,
OPEN ECONOMIES REVIEW,4,CAS,
Open Engineering,4,CAS,
Open Forum Infectious Diseases,4,CAS,
Open Geosciences,4,CAS,
Open Heart,3,CAS,
Open House International,4,CAS,
Open Insight,4,CAS,
Open Learning,4,CAS,
Open Library of Humanities,2,CAS,
Open Life Sciences,4,CAS,
Open Linguistics,2,CAS,
Open Mathematics,4,CAS,
Open Medicine,4,CAS,
Open Ophthalmology Journal,4,CAS,
Open Philosophy,3,CAS,
Open Physics,4,CAS,
Open Praxis,4,CAS,
OPEN SYSTEMS & INFORMATION DYNAMICS,4,CAS,
Open Theology,3,CAS,
Open Veterinary Journal,4,CAS,
OPERA NEWS,4,CAS,
OPERA QUARTERLY,1,CAS,
Opera-Colombia,4,CAS,
OPERA,4,CAS,
Operational Research,4,CAS,
Operations and Supply Chain Management-An International Journal,4,CAS,
Operations Management Research,4,CAS,
Operations Research and Decisions,4,CAS,
Operations Research for Health Care,4,CAS,
OPERATIONS RESEARCH LETTERS,4,CAS,
Operations Research Perspectives,4,CAS,
OPERATIONS RESEARCH,4,CAS,
OPERATIVE DENTISTRY,4,CAS,
Operative Neurosurgery,4,CAS,
Operative Orthopadie und Traumatologie,4,CAS,
Operative Techniques in Orthopaedics,4,CAS,
OPERATIVE TECHNIQUES IN SPORTS MEDICINE,4,CAS,
Operators and Matrices,4,CAS,
OPHTHALMIC AND PHYSIOLOGICAL OPTICS,2,CAS,
OPHTHALMIC EPIDEMIOLOGY,4,CAS,
OPHTHALMIC GENETICS,4,CAS,
OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY,4,CAS,
OPHTHALMIC RESEARCH,4,CAS,
Ophthalmic Surgery Lasers & Imaging Retina,4,CAS,
OPHTHALMOLOGICA,4,CAS,
Ophthalmologie,4,CAS,
Ophthalmology and Therapy,3,CAS,
Ophthalmology Glaucoma,3,CAS,
Ophthalmology Retina,2,CAS,
Ophthalmology Science,3,CAS,
OPHTHALMOLOGY,1,CAS,
Opir Materialiv i Teoria Sporud-Strength of Materials and Theory of Structures,4,CAS,
Opsearch,4,CAS,
OPTICA APPLICATA,4,CAS,
Optica Pura y Aplicada,4,CAS,
Optica,1,CAS,
OPTICAL AND QUANTUM ELECTRONICS,3,CAS,
OPTICAL ENGINEERING,4,CAS,
OPTICAL FIBER TECHNOLOGY,3,CAS,
Optical Materials Express,3,CAS,
OPTICAL MATERIALS,3,CAS,
OPTICAL MEMORY AND NEURAL NETWORKS,4,CAS,
OPTICAL REVIEW,4,CAS,
Optical Switching and Networking,4,CAS,
OPTICS AND LASER TECHNOLOGY,2,CAS,
OPTICS AND LASERS IN ENGINEERING,2,CAS,
OPTICS AND SPECTROSCOPY,4,CAS,
OPTICS COMMUNICATIONS,3,CAS,
Optics Continuum,4,CAS,
OPTICS EXPRESS,2,CAS,
OPTICS LETTERS,2,CAS,
Optics,4,CAS,
OPTIMAL CONTROL APPLICATIONS & METHODS,4,CAS,
OPTIMIZATION AND ENGINEERING,3,CAS,
Optimization Letters,4,CAS,
OPTIMIZATION METHODS & SOFTWARE,4,CAS,
OPTIMIZATION,3,CAS,
Opto-Electronic Advances,1,CAS,
OPTO-ELECTRONICS REVIEW,4,CAS,
Optoelectronics and Advanced Materials-Rapid Communications,4,CAS,
Optoelectronics Instrumentation and Data Processing,4,CAS,
Optoelectronics Letters,4,CAS,
OPTOMETRY AND VISION SCIENCE,4,CAS,
Opus,4,CAS,
Opuscula Mathematica,4,CAS,
Opuscula-Annual of the Swedish Institutes at Athens and Rome,2,CAS,
OR SPECTRUM,4,CAS,
Oral & Maxillofacial Pathology Journal,4,CAS,
Oral and Maxillofacial Surgery Clinics of North America,4,CAS,
